149(182|{-0.0354559,-0.996508,-0.636518},371|{-0.106013,-0.989559,-0.650763})   1472(371|{-0.106013,-0.989559,-0.650763},182|{-0.0354559,-0.996508,-0.636518})
150(377|{-0.179563,-0.982315,-0.219561},178|{-0.19509,-0.980785,-0.128526})     1486(178|{-0.19509,-0.980785,-0.128526},377|{-0.179563,-0.982315,-0.219561})
151(371|{-0.106013,-0.989559,-0.650763},377|{-0.179563,-0.982315,-0.219561})    1491(377|{-0.179563,-0.982315,-0.219561},371|{-0.106013,-0.989559,-0.650763})
152(179|{-0.19509,-0.980785,0.122974},394|{-0.1779,-0.982478,0.126445}) 1558(394|{-0.1779,-0.982478,0.126445},179|{-0.19509,-0.980785,0.122974})
153(394|{-0.1779,-0.982478,0.126445},183|{-0.111193,-0.989048,0.139913})        1562(183|{-0.111193,-0.989048,0.139913},394|{-0.1779,-0.982478,0.126445})
154(12|{-0.19509,-0.980785,-1},60|{0,-1,-1})    660(60|{0,-1,-1},12|{-0.19509,-0.980785,-1})
155(184|{-0.175581,-0.882707,-0.115673},13|{-0.175581,-0.882707,-1})    303(13|{-0.175581,-0.882707,-1},184|{-0.175581,-0.882707,-0.115673})
156(27|{-0.175581,-0.882707,1},185|{-0.175581,-0.882707,0.145982})      304(185|{-0.175581,-0.882707,0.145982},27|{-0.175581,-0.882707,1})
157(380|{-0.212575,-0.871485,0.110853},184|{-0.175581,-0.882707,-0.115673})     1492(184|{-0.175581,-0.882707,-0.115673},380|{-0.212575,-0.871485,0.110853})
158(185|{-0.175581,-0.882707,0.145982},380|{-0.212575,-0.871485,0.110853})      1500(380|{-0.212575,-0.871485,0.110853},185|{-0.175581,-0.882707,0.145982})
159(13|{-0.175581,-0.882707,-1},11|{-0.344415,-0.831492,-1})    121(11|{-0.344415,-0.831492,-1},13|{-0.175581,-0.882707,-1})
160(11|{-0.344415,-0.831492,-1},27|{-0.175581,-0.882707,1})     290(27|{-0.175581,-0.882707,1},11|{-0.344415,-0.831492,-1})
161(13|{-0.175581,-0.882707,-1},156|{-0.124326,-0.887755,-0.416169})    301(156|{-0.124326,-0.887755,-0.416169},13|{-0.175581,-0.882707,-1})
162(157|{-0.0740969,-0.892702,0.155982},77|{0,-0.9,1})  302(77|{0,-0.9,1},157|{-0.0740969,-0.892702,0.155982})
163(268|{0,-0.9,-0.606964},61|{0,-0.9,-1})      869(61|{0,-0.9,-1},268|{0,-0.9,-0.606964})
164(77|{0,-0.9,1},269|{0,-0.9,0.184758})        870(269|{0,-0.9,0.184758},77|{0,-0.9,1})
