28(143|{-0.773819,-0.625818,0.0728616},14|{-0.83147,-0.55557,1})        295(14|{-0.83147,-0.55557,1},143|{-0.773819,-0.625818,0.0728616})
342(167|{-0.83147,-0.55557,-0.151606},14|{-0.83147,-0.55557,1}) 24(14|{-0.83147,-0.55557,1},167|{-0.83147,-0.55557,-0.151606})
26(359|{-0.822943,-0.56596,0.0752655},14|{-0.83147,-0.55557,1}) 31(14|{-0.83147,-0.55557,1},359|{-0.822943,-0.56596,0.0752655})
30(386|{-0.788254,-0.608229,0.073568},14|{-0.83147,-0.55557,1}) 29(14|{-0.83147,-0.55557,1},386|{-0.788254,-0.608229,0.073568})
327(16|{-0.707107,-0.707107,1},15|{-0.55557,-0.83147,1})        286(15|{-0.55557,-0.83147,1},16|{-0.707107,-0.707107,1})
334(17|{-0.636396,-0.636396,1},15|{-0.55557,-0.83147,1})        331(15|{-0.55557,-0.83147,1},17|{-0.636396,-0.636396,1})
330(18|{-0.748323,-0.500013,1},15|{-0.55557,-0.83147,1})        325(15|{-0.55557,-0.83147,1},18|{-0.748323,-0.500013,1})
471(19|{-0.500013,-0.748323,1},15|{-0.55557,-0.83147,1})        335(15|{-0.55557,-0.83147,1},19|{-0.500013,-0.748323,1})
324(22|{-0.980785,-0.19509,1},15|{-0.55557,-0.83147,1}) 322(15|{-0.55557,-0.83147,1},22|{-0.980785,-0.19509,1})
419(24|{-0.382683,-0.92388,1},15|{-0.55557,-0.83147,1}) 468(15|{-0.55557,-0.83147,1},24|{-0.382683,-0.92388,1})
475(25|{-0.344415,-0.831492,1},15|{-0.55557,-0.83147,1})        472(15|{-0.55557,-0.83147,1},25|{-0.344415,-0.831492,1})
470(26|{-0.19509,-0.980785,1},15|{-0.55557,-0.83147,1}) 477(15|{-0.55557,-0.83147,1},26|{-0.19509,-0.980785,1})
480(27|{-0.175581,-0.882707,1},15|{-0.55557,-0.83147,1})        476(15|{-0.55557,-0.83147,1},27|{-0.175581,-0.882707,1})
479(79|{0.19509,-0.980785,1},15|{-0.55557,-0.83147,1})  481(15|{-0.55557,-0.83147,1},79|{0.19509,-0.980785,1})
283(159|{-0.55557,-0.83147,-0.151607},15|{-0.55557,-0.83147,1}) 208(15|{-0.55557,-0.83147,1},159|{-0.55557,-0.83147,-0.151607})
